pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,hedge_ratio,half_life,pnl,exit_reason,capital_at_entry,qty_x,qty_y,entry_px,entry_py
SPYG_VGT,SPYG,VGT,US_GROWTH,SHORT,2015-06-29,2015-07-08,6,2.4460598878537207,4.196600635173751,0.843812078499366,7.150402979137257,-31.912587210207327,stop_loss,50000.0,-124.5456697100921,24.004823010908478,21.77332305908203,95.3236312866211
SCHG_VGT,SCHG,VGT,US_GROWTH,SHORT,2015-06-29,2015-07-08,6,2.667102396758521,4.010203617303865,0.8564948282077134,7.088497987567123,-22.24124501324372,stop_loss,50000.0,-434.98697839744545,24.19916759780129,6.191558837890625,95.3236312866211
XLK_SPYG,XLK,SPYG,US_GROWTH,LONG,2015-06-29,2015-07-23,17,-2.0147076196966953,-3.933965335278067,1.2173252706002242,7.2165175329404185,-33.06320147428952,stop_loss,50000.0,61.509483939274624,-126.07312530820732,36.6605110168457,21.77332305908203
XLK_SCHG,XLK,SCHG,US_GROWTH,LONG,2015-06-29,2015-07-29,21,-2.083241633959014,-2.689186742820829,1.200996313995287,7.128197848699085,-32.930557014316804,cointegration_drift,50000.0,61.96581623190501,-440.6485640846955,36.6605110168457,6.191558837890625
SPYG_VGT,SPYG,VGT,US_GROWTH,SHORT,2015-07-08,2015-08-05,20,2.3030871219014677,4.44226918361308,0.843812078499366,7.150402979137257,-34.16761027206235,stop_loss,49945.846167776544,-124.51219327733,24.28809514965511,21.75558853149414,94.10983276367188
SCHG_VGT,SCHG,VGT,US_GROWTH,SHORT,2015-07-08,2015-08-06,21,2.11686477146499,2.7426858712593702,0.8564948282077134,7.088497987567123,-23.425216672329938,cointegration_drift,49945.846167776544,-436.4786000648239,24.484733125953788,6.163716793060303,94.10983276367188
XLK_SPYG,XLK,SPYG,US_GROWTH,LONG,2015-08-05,2015-08-11,4,-2.301982186468465,-0.022949998077163213,1.2173252706002242,7.2165175329404185,4.152594395791001,convergence,49845.68479901588,59.660786918139074,-120.88315367062577,37.67985153198242,22.638050079345703
SPYG_VGT,SPYG,VGT,US_GROWTH,SHORT,2015-08-05,2015-08-26,15,2.343390377841246,-0.26530562557000037,0.843812078499366,7.150402979137257,23.134192928901417,convergence,49845.68479901588,-119.41857785924151,23.411797933549458,22.638050079345703,97.4365463256836
XLK_SCHG,XLK,SCHG,US_GROWTH,SHORT,2015-08-25,2015-09-15,14,2.450322346671507,3.899614052521977,1.200996313995287,7.128197848699085,-40.464916730239786,stop_loss,49826.41217673934,-67.74555837338575,472.4000160353914,33.416385650634766,5.755354404449463
XLK_SPYG,XLK,SPYG,US_GROWTH,SHORT,2015-08-26,2015-09-25,21,2.533341126935335,4.0100321331440725,1.2173252706002242,7.2165175329404185,-36.007107331997034,cointegration_drift,49849.54636966824,-64.04993776318058,130.17431370940437,35.10048294067383,21.02389335632324
XLK_SCHG,XLK,SCHG,US_GROWTH,SHORT,2015-09-28,2015-09-29,1,2.3214186087051583,4.161031835437305,1.200996313995287,7.128197848699085,-3.373606621066835,stop_loss,49773.074345606,-65.2910376821504,475.0200100278011,34.6355094909668,5.7174835205078125
SCHG_VGT,SCHG,VGT,US_GROWTH,LONG,2015-09-28,2015-10-15,13,-2.177065742678949,-3.896582710463364,0.8564948282077134,7.088497987567123,5.321605231024437,stop_loss,49773.074345606,468.91680963381583,-25.688531399226157,5.7174835205078125,89.38943481445312
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2015-10-02,2015-10-23,15,2.0663397742483975,4.875668558485956,0.6641509943698347,8.287366247157731,-150.64285015180695,stop_loss,49769.70073898493,-43.9865810351017,51.48870498727915,67.99110412597656,38.57688522338867
XLK_SCHG,XLK,SCHG,US_GROWTH,SHORT,2015-09-29,2015-10-26,19,3.3233559043688303,4.541099250367346,1.200996313995287,7.128197848699085,-31.49127278981856,stop_loss,49769.70073898493,-65.57320055573582,476.4418821867929,34.484134674072266,5.700034141540527
XLK_SPYG,XLK,SPYG,US_GROWTH,SHORT,2015-09-29,2015-10-28,21,2.4962172758335686,0.8135450445640058,1.2173252706002242,7.2165175329404185,13.990481222280035,cointegration_drift,49769.70073898493,-65.09030255221845,134.1520174951097,34.484134674072266,20.367843627929688
SPYG_VGT,SPYG,VGT,US_GROWTH,LONG,2015-09-29,2015-10-28,21,-2.218359307339485,-0.7023959949353878,0.843812078499366,7.150402979137257,2.895316317624694,cointegration_drift,49769.70073898493,132.52668101185515,-25.613176442891774,20.367843627929688,88.9263916015625
SPYG_VGT,SPYG,VGT,US_GROWTH,LONG,2015-11-10,2015-11-19,7,-2.0187231735472295,0.2622329233961217,0.843812078499366,7.150402979137257,-4.830656344035017,convergence,49609.774018814234,118.58359976501971,-22.55161975045473,22.68955421447754,100.6742935180664
XLK_SCHG,XLK,SCHG,US_GROWTH,SHORT,2015-10-26,2015-11-24,21,2.016715205540399,1.0180517533844489,1.200996313995287,7.128197848699085,16.318991135684637,cointegration_drift,49592.88822127433,-57.9621481384308,433.0364670867743,38.87367630004883,6.2490973472595215
SCHG_VGT,SCHG,VGT,US_GROWTH,LONG,2015-10-26,2015-11-24,21,-2.02908121878662,-1.33464928634716,0.8564948282077134,7.088497987567123,2.6039822377848356,cointegration_drift,49592.88822127433,427.4726839181887,-22.845952466313555,6.2490973472595215,100.14773559570312
XLK_SPYG,XLK,SPYG,US_GROWTH,LONG,2015-11-27,2015-12-01,2,-2.017970824556748,0.7709381746043471,1.2173252706002242,7.2165175329404185,5.264952460261559,convergence,49623.86633584367,57.243462083209664,-118.9632998852998,39.09626770019531,22.901020050048828
XLK_SCHG,XLK,SCHG,US_GROWTH,SHORT,2015-12-07,2015-12-15,6,2.125050898144845,4.102812064247434,1.200996313995287,7.128197848699085,-9.052813008515407,stop_loss,49629.13128830393,-57.102064722923366,429.91162333888985,39.488037109375,6.299119472503662
SPYG_VGT,SPYG,VGT,US_GROWTH,LONG,2015-12-04,2015-12-17,9,-2.2747810073700565,0.7201626344258606,0.843812078499366,7.150402979137257,13.418008878776682,convergence,49629.13128830393,117.35193625756722,-22.135233405884968,22.93663787841797,102.60810089111328
XLK_SCHG,XLK,SCHG,US_GROWTH,SHORT,2015-12-15,2015-12-31,11,2.118832953431013,0.8340207945084005,1.200996313995287,7.128197848699085,7.551057036267593,period_end,49620.07847529541,-58.44910787890462,438.99421168036685,38.57094192504883,6.167668342590332
XLK_SPYG,XLK,SPYG,US_GROWTH,SHORT,2015-12-04,2015-12-31,18,2.192418830466989,0.3028091556075541,1.2173252706002242,7.2165175329404185,8.359324174675391,period_end,49629.13128830393,-56.40178495740536,118.79116631994934,39.68390655517578,22.93663787841797
SCHG_VGT,SCHG,VGT,US_GROWTH,LONG,2015-12-04,2015-12-31,18,-2.3758715990313592,-0.9373090996676895,0.8564948282077134,7.088497987567123,7.0336776638864364,period_end,49629.13128830393,421.43065232252826,-22.314441675410123,6.34332275390625,102.60810089111328
