pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,hedge_ratio,half_life,pnl,exit_reason,capital_at_entry,qty_x,qty_y,entry_px,entry_py
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-06-28,2010-07-08,7,2.393785847966456,5.224735836377974,1.0479223703362872,14.580256609700431,-78.03607951279514,stop_loss,50000.0,-112.7041183851125,129.37259579178667,21.66290664672852,19.776222229003903
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-07-08,2010-08-06,21,3.1426175926847075,0.33703008860005745,1.0479223703362872,14.580256609700431,98.90925247632978,cointegration_drift,49921.96392048721,-114.22441713822533,134.93870379833734,21.34121894836425,18.930877685546875
SPYG_IYW,SPYG,IYW,US_GROWTH,SHORT,2011-07-05,2011-07-08,3,2.483683987098389,3.820204457558245,0.5994761121586483,6.101409560034407,-8.378004579286994,stop_loss,50020.87317296354,-246.13461768532633,126.51225824263173,12.705764770507812,14.818791389465332
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-06-30,2011-07-25,16,2.0112763625037324,3.8137474141797383,0.9953879383695512,5.657773271086196,-6.362873922347172,stop_loss,50020.87317296354,-106.42917148202451,72.4875370027709,23.55392265319824,34.423336029052734
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-07-25,2011-07-26,1,2.030984328447785,-0.4703328815434795,0.9953879383695512,5.657773271086196,-1.8480966729338189,convergence,50006.1322944619,-105.6607513199363,72.00037633404365,23.71822738647461,34.646034240722656
XBI_IBB,XBI,IBB,HEALTHCARE,LONG,2011-08-03,2011-08-05,2,-2.1098422461901345,-9.516428833000019,0.9953879383695512,5.657773271086196,-63.42132915230272,stop_loss,50004.28419778897,115.71638462286793,-77.96788008209,21.65633773803711,31.993114471435547
XBI_IBB,XBI,IBB,HEALTHCARE,LONG,2011-08-05,2011-08-08,1,-3.8317581295792342,-3.9597770098603773,0.9953879383695512,5.657773271086196,-33.688644815062,stop_loss,49940.862868636665,130.0835909600245,-85.43609617941013,19.240049362182617,29.159473419189453
XBI_IBB,XBI,IBB,HEALTHCARE,LONG,2011-08-08,2011-08-09,1,-2.8879098658785907,-3.904279564387522,0.9953879383695512,5.657773271086196,23.185473190823174,stop_loss,49907.1742238216,140.23391921517074,-90.99851680903797,17.83538818359375,27.35858917236328
XBI_IBB,XBI,IBB,HEALTHCARE,LONG,2011-08-09,2011-09-08,21,-2.862596717794948,-2.3779399181377032,0.9953879383695512,5.657773271086196,-19.452766723839275,cointegration_drift,49930.35969701243,131.04364655733733,-85.92215750412625,19.095075607299805,28.988420486450195
XBI_IBB,XBI,IBB,HEALTHCARE,LONG,2011-09-20,2011-09-22,2,-2.15420874183794,-3.862169089144098,0.9953879383695512,5.657773271086196,-7.2848841481788975,stop_loss,49910.90693028859,122.5754725736944,-78.35183226216199,20.406312942504883,31.776885986328125
XBI_IBB,XBI,IBB,HEALTHCARE,LONG,2011-09-22,2011-10-04,8,-2.530091510762481,-4.071396462502221,0.9953879383695512,5.657773271086196,14.48659075354052,stop_loss,49903.622046140415,128.31065341913455,-81.95278968415279,19.49135398864746,30.37619400024414
XBI_IBB,XBI,IBB,HEALTHCARE,LONG,2011-10-04,2011-10-07,3,-2.1297647029368423,0.24037249833047458,0.9953879383695512,5.657773271086196,7.382080312444953,convergence,49918.10863689396,131.49956694253805,-84.67553693261533,19.02420234680176,29.40797996520996
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-10-17,2011-10-25,6,2.080470453990696,3.9842296728136004,0.9953879383695512,5.657773271086196,-63.57883129487078,stop_loss,49925.490717206405,-124.69813331000623,80.98201815756387,20.064809799194336,30.75379943847656
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-10-25,2011-11-10,12,2.1923086565725014,-0.06069092136751694,0.9953879383695512,5.657773271086196,66.0983657348108,convergence,49861.91188591153,-120.40219091412466,79.99738692399018,20.75425720214844,31.092679977416992
XBI_IBB,XBI,IBB,HEALTHCARE,LONG,2011-11-22,2011-12-22,21,-2.3968178760107874,-2.484582809506132,0.9953879383695512,5.657773271086196,5.962609515554503,cointegration_drift,49928.010251646345,125.30802814243896,-78.69837856425329,19.968158721923828,31.647798538208008
EWU_EWP,EWU,EWP,EUROPE,SHORT,2016-06-27,2016-06-28,1,2.3609961908687804,-0.09826709740640793,0.7881475875431608,5.299385514668738,-57.26257873841775,convergence,49933.9728611619,-141.21974390690792,127.57198667602972,19.77412796020508,17.252220153808594
