pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,hedge_ratio,half_life,pnl,exit_reason,capital_at_entry,qty_x,qty_y,entry_px,entry_py
EWG_EWU,EWG,EWU,EUROPE,SHORT,2010-06-28,2010-06-29,1,1.265869752277713,-0.3853941298377722,0.959418377596196,5.1524661102392395,-31.99505152750241,convergence,50000.0,-186.00926001833562,152.4844397664457,13.718551635742188,16.05555534362793
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-06-29,2010-07-01,2,0.9533325419723061,-0.2512406687624651,0.9871937579496305,6.455806101579485,42.34679428362923,convergence,49968.004948472495,-164.5003169897864,189.7171457779185,15.285690307617188,13.084213256835938
KBE_IAI,KBE,IAI,FINANCIALS,SHORT,2010-06-28,2010-07-12,9,1.0253686285748518,4.5641804235735455,1.1513248086480323,8.75111304967419,-123.27876270235146,stop_loss_time,50000.0,-132.4447597538937,135.30646507552703,17.548065185546875,19.776222229003903
KBE_IAI,KBE,IAI,FINANCIALS,SHORT,2010-07-12,2010-07-21,7,2.4784299714062534,0.03291336054690308,1.1513248086480323,8.75111304967419,160.5010937557735,convergence,49887.072980053774,-130.8021823705385,139.9399989265667,17.72829818725586,19.07822799682617
EWG_EWU,EWG,EWU,EUROPE,SHORT,2010-07-01,2010-07-21,13,1.4104642538268584,-0.2536791115411478,0.959418377596196,5.1524661102392395,92.68142455820859,convergence,50010.351742756124,-190.6427354554489,161.37538065791844,13.387900352478027,15.174118995666504
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-06-28,2010-07-28,21,2.393785847966456,3.731566450576092,1.0479223703362872,14.580256609700431,-36.37145996588373,cointegration_drift,50000.0,-112.7041183851125,129.37259579178667,21.66290664672852,19.776222229003903
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-07-28,2010-08-05,6,0.9445871085140005,-0.026446530099658628,1.0479223703362872,14.580256609700431,54.42087029125621,convergence,50103.88403840187,-111.100933665696,129.18544808622627,22.021160125732425,19.846019744873047
EWG_EWU,EWG,EWU,EUROPE,LONG,2010-07-21,2010-08-12,16,-1.7122658966434856,-3.5505247174163643,0.959418377596196,5.1524661102392395,-44.065085370457695,max_holding,50140.255498367755,184.9189126191539,-150.50660434551415,13.838150024414062,16.31217384338379
EWG_EWU,EWG,EWU,EUROPE,LONG,2010-08-12,2010-08-23,7,-1.420421843806584,-4.403656665227892,0.959418377596196,5.1524661102392395,-57.37458772429713,stop_loss_time,50114.23982332267,179.08712110611424,-143.36795358220405,14.28136157989502,17.11551284790039
KBE_IAI,KBE,IAI,FINANCIALS,LONG,2010-07-30,2010-08-30,21,-1.0406179667246156,-1.9086690450367678,1.1513248086480323,8.75111304967419,-54.19837044496036,cointegration_drift,50103.88403840187,133.54290338858928,-134.53243324166792,17.439924240112305,19.93132972717285
EWG_EWU,EWG,EWU,EUROPE,LONG,2010-08-23,2010-09-10,13,-1.849528008673492,-2.9871535352282184,0.959418377596196,5.1524661102392395,-15.943608394192912,stop_loss_time,50056.86523559837,184.98759238872356,-145.09553924536723,13.810006141662598,16.892364501953125
